block_number,background_color_index,wave_color_index,is_glitch,has_echo,echo_count
348066,#00FFFF,#FF0066,false,true,5
348067,#edebeb,#00CCFF,false,true,4
348068,#CC0033,#FF0066,false,true,5
348069,#9370DB,#FF0066,false,true,6
348070,#ADFF2F,#FF0066,false,true,5
348071,#FFA500,#00CCFF,false,true,4
348072,#9370DB,#00CCFF,false,true,4
348073,#008080,#FF0066,false,true,6
348074,#00FFFF,#00CCFF,false,true,4
348075,#edebeb,#FF0066,false,true,6
348076,#00FFFF,#FF0066,false,true,5
348077,#FFA500,#FF0066,false,true,5
348078,#CC0033,#FF0066,false,true,6
348079,#CC0033,#FF0066,false,true,6
348080,#ADFF2F,#FF0066,false,true,6
348081,#FFA500,#FF0066,false,true,5
348082,#edebeb,#00CCFF,false,true,4
348083,#008080,#FF0066,false,true,6
348084,#FFA500,#FF0066,false,true,6
348085,#9370DB,#FF0066,true,true,6
348086,#00FFFF,#FF0066,false,true,5
348087,#9370DB,#FF0066,false,true,5
348088,#edebeb,#00CCFF,false,true,4
348089,#CC0033,#FF0066,false,true,5
348090,#008080,#FF0066,false,true,5
348091,#FFA500,#FF0066,false,true,6
348092,#ADFF2F,#FF0066,true,true,6
348093,#008080,#FF0066,false,true,5
348094,#008080,#FF0066,false,true,6
348095,#9370DB,#FF0066,false,true,5
348096,#edebeb,#00CCFF,false,true,5
348097,#FFA500,#FF0066,false,true,6
348098,#ADFF2F,#FF0066,false,true,5
348099,#9370DB,#9900FF,false,true,4
348100,#9370DB,#FF0066,false,true,5
348101,#FFA500,#FF0066,false,true,6
348102,#008080,#FF0066,false,true,5
348103,#008080,#FF0066,false,true,5
348104,#ADFF2F,#FF0066,false,true,6
348105,#9370DB,#FF0066,false,true,5
348106,#CC0033,#FF0066,true,true,6
348107,#00FFFF,#FF0066,true,true,6
348108,#edebeb,#00CCFF,false,true,4
348109,#555555,#FF0066,true,true,6
348110,#ADFF2F,#FF0066,true,true,6
348111,#FFA500,#FF0066,false,true,6
348112,#CC0033,#FF0066,false,true,5
348113,#555555,#FF0066,false,true,5
348114,#008080,#9900FF,false,true,4
348115,#555555,#FF0066,true,true,6
348116,#555555,#FF0066,false,true,5
348117,#CC0033,#FF0066,false,true,6
348118,#008080,#FF0066,false,true,6
348119,#CC0033,#00CCFF,false,true,4
348120,#ADFF2F,#FF0066,false,true,5
348121,#CC0033,#00CCFF,false,true,4
348122,#9370DB,#FF0066,false,true,6
348123,#008080,#FF0066,false,true,5
348124,#008080,#00CCFF,false,true,4
348125,#00FFFF,#00CCFF,false,true,4
348126,#00FFFF,#00CCFF,false,true,5
348127,#edebeb,#FF0066,false,true,5
348128,#FFA500,#00CCFF,false,true,4
348129,#ADFF2F,#FF0066,false,true,6
348130,#008080,#FF0066,false,true,6
348131,#ADFF2F,#9900FF,false,true,3
348132,#9370DB,#FF6600,false,true,
348133,#9370DB,#00CCFF,false,true,4
348134,#FFA500,#9900FF,false,true,3
348135,#ADFF2F,#00CCFF,false,true,4
348136,#ADFF2F,#FF0066,false,true,6
348137,#555555,#00CCFF,false,true,4
348138,#555555,#00CCFF,false,true,5
348139,#CC0033,#FF0066,false,true,5
348140,#FFA500,#FF0066,false,true,6
348141,#edebeb,#FF0066,false,true,5
348142,#FFA500,#FF0066,false,true,6
348143,#CC0033,#FF0066,false,true,6
348144,#555555,#FF0066,false,true,5
348145,#008080,#00CCFF,false,true,4
348146,#edebeb,#00CCFF,false,true,4
348147,#edebeb,#00CCFF,false,true,4
348148,#ADFF2F,#FF0066,false,true,5
348149,#edebeb,#9900FF,false,true,4
348150,#9370DB,#FF0066,false,true,6
348151,#CC0033,#9900FF,false,true,3
348152,#555555,#9900FF,false,true,3
348153,#edebeb,#9900FF,false,true,3
348154,#FFA500,#FF0066,false,true,6
348155,#edebeb,#FF0066,false,true,6
348156,#555555,#FF0066,false,true,5
348157,#edebeb,#00CCFF,false,true,4
348158,#ADFF2F,#FF0066,false,true,5
348159,#FFA500,#FF0066,false,true,5
348160,#00FFFF,#FF0066,false,true,6
348161,#edebeb,#FF0066,true,true,6
348162,#FFA500,#00CCFF,false,true,5
348163,#555555,#00CCFF,false,true,4
348164,#555555,#00CCFF,false,true,4
348165,#555555,#9900FF,false,true,4
348166,#edebeb,#00CCFF,false,true,4
348167,#ADFF2F,#00CCFF,false,true,4
348168,#ADFF2F,#9900FF,false,true,4
348169,#008080,#FF0066,false,true,5
348170,#9370DB,#00CCFF,false,true,4
348171,#555555,#FF0066,false,true,5
348172,#008080,#00CCFF,false,true,6
348173,#00FFFF,#00CCFF,false,true,5
348174,#00FFFF,#00CCFF,false,true,4
348175,#9370DB,#FF0066,true,true,6
348176,#555555,#FF6600,false,true,
348177,#008080,#FF0066,false,true,6
348178,#edebeb,#FF0066,false,true,6
348179,#FFA500,#FF0066,false,true,6
348180,#ADFF2F,#00CCFF,false,true,4
348181,#008080,#9900FF,false,true,
348182,#9370DB,#FF0066,false,true,5
348183,#CC0033,#00CCFF,false,true,4
348184,#CC0033,#00CCFF,false,true,5
348185,#CC0033,#00CCFF,false,true,5
348186,#008080,#FF0066,false,true,5
348187,#CC0033,#FF0066,false,true,5
348188,#008080,#FF0066,true,true,6
348189,#ADFF2F,#00CCFF,false,true,4
348190,#ADFF2F,#00CCFF,false,true,4
348191,#CC0033,#FF0066,false,true,6
348192,#00FFFF,#00CCFF,false,true,5
348193,#555555,#FF0066,false,true,6
348194,#FFA500,#FF0066,false,true,6
348195,#9370DB,#FF0066,false,true,6
348196,#edebeb,#FF0066,false,true,6
348197,#edebeb,#FF0066,false,true,5
348198,#555555,#00CCFF,false,true,4
348199,#CC0033,#FF0066,false,true,5
348200,#555555,#9900FF,false,true,
348201,#FFA500,#FF0066,false,true,5
348202,#008080,#FF0066,false,true,6
348203,#00FFFF,#FF0066,false,true,6
348204,#FFA500,#00CCFF,false,true,4
348205,#FFA500,#FF0066,false,true,6
348206,#555555,#00CCFF,false,true,4
348207,#555555,#FF0066,false,true,6
348208,#CC0033,#FF0066,false,true,6
348209,#9370DB,#FF0066,false,true,6
348210,#9370DB,#FF0066,true,true,6
348211,#008080,#00CCFF,false,true,4
348212,#edebeb,#00CCFF,false,true,4
348213,#555555,#FF0066,true,true,6
348214,#9370DB,#9900FF,false,true,3
348215,#008080,#00CCFF,false,true,5
348216,#edebeb,#00CCFF,false,true,5
348217,#FFA500,#FF0066,false,true,6
348218,#00FFFF,#FF0066,false,true,5
348219,#edebeb,#FF0066,false,true,6
348220,#ADFF2F,#9900FF,false,true,4
348221,#00FFFF,#9900FF,false,true,4
348222,#ADFF2F,#00CCFF,false,true,4
348223,#CC0033,#00CCFF,false,true,4
348224,#9370DB,#FF0066,false,true,6
348225,#FFA500,#FF0066,false,true,6
348226,#FFA500,#00CCFF,false,true,4
348227,#edebeb,#9900FF,false,true,3
348228,#008080,#00CCFF,false,true,4
348229,#00FFFF,#FF0066,false,true,5
348230,#edebeb,#FF0066,true,true,6
348231,#CC0033,#FF0066,true,true,6
348232,#CC0033,#FF0066,false,true,6
348233,#555555,#00CCFF,false,true,5
348234,#edebeb,#FF0066,false,true,5
348235,#00FFFF,#FF0066,false,true,6
348236,#FFA500,#FF0066,false,true,6
348237,#008080,#FF0066,false,true,6
348238,#00FFFF,#FF0066,false,true,6
348239,#00FFFF,#FF0066,false,true,5
348240,#00FFFF,#FF0066,false,true,5
348241,#555555,#FF0066,false,true,5
348242,#CC0033,#FF0066,true,true,6
348243,#ADFF2F,#FF0066,false,true,5
348244,#FFA500,#FF0066,false,true,5
348245,#ADFF2F,#FF0066,false,true,6
348246,#FFA500,#00CCFF,false,true,4
348247,#00FFFF,#FF0066,false,true,5
348248,#FFA500,#FF0066,true,true,6
348249,#FFA500,#FF0066,false,true,5
348250,#555555,#FF0066,false,true,6
348251,#00FFFF,#FF0066,true,true,6
348252,#ADFF2F,#00CCFF,false,true,4
348253,#FFA500,#00CCFF,false,true,4
348254,#9370DB,#FF0066,true,true,6
348255,#008080,#00CCFF,false,true,5
348256,#CC0033,#FF0066,false,true,6
348257,#008080,#FF0066,false,true,5
348258,#555555,#FF0066,false,true,5
348259,#555555,#FF0066,false,true,5
348260,#00FFFF,#FF0066,false,true,5
348261,#9370DB,#FF0066,false,true,6
348262,#ADFF2F,#FF0066,true,true,6
348263,#555555,#FF0066,false,true,6
348264,#555555,#FF0066,true,true,6
348265,#008080,#FF0066,false,true,5
348266,#edebeb,#FF0066,false,true,6
348267,#555555,#FF0066,false,true,5
348268,#ADFF2F,#FF0066,false,true,5
348269,#FFA500,#FF0066,false,true,4
348270,#CC0033,#FF0066,false,true,6
348271,#555555,#9900FF,false,true,3
348272,#008080,#FF0066,false,true,6
348273,#00FFFF,#9900FF,false,true,3
348274,#008080,#00CCFF,false,true,5
348275,#00FFFF,#FF0066,false,true,6
348276,#CC0033,#9900FF,false,true,3
348277,#FFA500,#9900FF,false,true,3
348278,#edebeb,#FF0066,false,true,5
348279,#555555,#00CCFF,false,true,3
348280,#edebeb,#9900FF,false,true,3
348281,#9370DB,#00CCFF,false,true,4
348282,#555555,#00CCFF,false,true,4
348283,#008080,#9900FF,false,true,4
348284,#555555,#00CCFF,false,true,5
348285,#00FFFF,#00CCFF,false,true,4
348286,#00FFFF,#FF0066,false,true,5
348287,#ADFF2F,#00CCFF,false,true,4
348288,#9370DB,#FF0066,false,true,6
348289,#555555,#00CCFF,false,true,4
348290,#008080,#FF0066,false,true,6
348291,#FFA500,#FF0066,false,true,6
348292,#ADFF2F,#00CCFF,false,true,4
348293,#008080,#00CCFF,false,true,4
348294,#00FFFF,#9900FF,false,true,4
348295,#9370DB,#00CCFF,false,true,4
348296,#ADFF2F,#00CCFF,false,true,5
348297,#CC0033,#FF0066,false,true,4
348298,#555555,#9900FF,false,true,3
348299,#FFA500,#00CCFF,false,true,4
348300,#00FFFF,#FF0066,false,true,6
348301,#FFA500,#00CCFF,false,true,4
348302,#555555,#00CCFF,false,true,4
348303,#edebeb,#FFFF00,false,true,
348304,#FFA500,#00CCFF,false,true,5
348305,#ADFF2F,#00CCFF,false,true,6
348306,#ADFF2F,#00CCFF,false,true,4
348307,#9370DB,#00CCFF,false,true,4
348308,#edebeb,#9900FF,false,true,4
348309,#00FFFF,#FF0066,false,true,5
348310,#008080,#00CCFF,false,true,4
348311,#edebeb,#00CCFF,false,true,4
348312,#00FFFF,#FF0066,true,true,6
348313,#ADFF2F,#FF0066,true,true,6
348314,#555555,#FF0066,false,true,6
348315,#00FFFF,#FF0066,false,true,6
348316,#ADFF2F,#00CCFF,false,true,4
348317,#555555,#FF0066,false,true,5
348318,#ADFF2F,#FF6600,false,true,3
348319,#FFA500,#00CCFF,false,true,4
348320,#00FFFF,#00CCFF,false,true,4
348321,#ADFF2F,#9900FF,false,true,3
348322,#555555,#9900FF,false,true,3
348323,#CC0033,#00CCFF,false,true,4
348324,#555555,#00CCFF,false,true,4
348325,#FFA500,#00CCFF,false,true,5
348326,#008080,#00CCFF,false,true,4
348327,#FFA500,#FF0066,false,true,5
348328,#555555,#FFFF00,false,true,
348329,#FFA500,#00CCFF,false,true,4
348330,#555555,#00CCFF,false,true,4
348331,#00FFFF,#00CCFF,false,true,4
348332,#FFA500,#00CCFF,false,true,5
348333,#FFA500,#FF0066,false,true,6
348334,#008080,#9900FF,false,true,4
348335,#00FFFF,#00CCFF,false,true,4
348336,#555555,#9900FF,false,true,4
348337,#00FFFF,#00CCFF,false,true,4
348338,#555555,#FF0066,false,true,5
348339,#9370DB,#00CCFF,false,true,4
348340,#FFA500,#FF0066,false,true,4
348341,#FFA500,#FF0066,false,true,6
348342,#008080,#FF0066,false,true,5
348343,#CC0033,#FF0066,false,true,6
348344,#008080,#FF0066,true,true,6
348345,#edebeb,#FF0066,false,true,5
348346,#008080,#9900FF,false,true,3
348347,#008080,#FF0066,false,true,5
348348,#CC0033,#FF0066,false,true,5
348349,#008080,#FF0066,false,true,5
348350,#edebeb,#FF0066,false,true,5
348351,#edebeb,#FF0066,false,true,5
348352,#00FFFF,#00CCFF,false,true,6
348353,#ADFF2F,#FF0066,false,true,6
348354,#FFA500,#00CCFF,false,true,4
348355,#00FFFF,#00CCFF,false,true,4
348356,#9370DB,#00CCFF,false,true,4
348357,#FFA500,#00CCFF,false,true,4
348358,#008080,#00CCFF,false,true,4
348359,#008080,#FF0066,false,true,5
348360,#00FFFF,#9900FF,false,true,
348361,#edebeb,#00CCFF,false,true,5
348362,#9370DB,#FF0066,false,true,6
348363,#ADFF2F,#FF0066,false,true,5
348364,#FFA500,#00CCFF,false,true,4
348365,#555555,#FF0066,false,true,5
348366,#9370DB,#FF0066,false,true,4
348367,#ADFF2F,#FF0066,false,true,6
348368,#ADFF2F,#FF0066,false,true,6
348369,#ADFF2F,#FF0066,false,true,5
348370,#00FFFF,#FF0066,false,true,6
348371,#9370DB,#FF0066,false,true,6
348372,#ADFF2F,#FF0066,false,true,6
348373,#00FFFF,#FF0066,false,true,6
348374,#9370DB,#00CCFF,false,true,4
348375,#008080,#FF0066,false,true,5
348376,#CC0033,#FF0066,false,true,5
348377,#ADFF2F,#00CCFF,false,true,4
348378,#edebeb,#FF0066,false,true,5
348379,#FFA500,#FF0066,false,true,5
348380,#edebeb,#FF0066,false,true,6
348381,#555555,#FF0066,true,true,6
348382,#555555,#FF0066,true,true,6
348383,#ADFF2F,#FF0066,false,true,6
348384,#CC0033,#9900FF,false,true,3
348385,#edebeb,#FF0066,false,true,5
348386,#CC0033,#FF0066,false,true,5
348387,#ADFF2F,#FF0066,false,true,5
348388,#edebeb,#FF0066,false,true,6
348389,#edebeb,#FF0066,false,true,6
348390,#9370DB,#FF0066,true,true,6
348391,#CC0033,#FF0066,false,true,5
348392,#FFA500,#FF0066,false,true,5
348393,#edebeb,#FF0066,false,true,6
348394,#008080,#FF0066,true,true,6
348395,#edebeb,#00CCFF,false,true,4
348396,#008080,#00CCFF,false,true,4
348397,#ADFF2F,#00CCFF,false,true,4
348398,#555555,#00CCFF,false,true,4
348399,#edebeb,#00CCFF,false,true,4
348400,#9370DB,#FF0066,false,true,6
348401,#9370DB,#00CCFF,false,true,4
348402,#ADFF2F,#FF0066,true,true,6
348403,#00FFFF,#FF0066,false,true,6
348404,#ADFF2F,#00CCFF,false,true,5
348405,#CC0033,#FF0066,false,true,5
348406,#9370DB,#00CCFF,false,true,4
348407,#FFA500,#00CCFF,false,true,4
348408,#00FFFF,#FF0066,false,true,6
348409,#FFA500,#FF0066,false,true,6
348410,#555555,#FF0066,false,true,6
348411,#FFA500,#00CCFF,false,true,3
348412,#9370DB,#00CCFF,false,true,4
348413,#008080,#FF0066,false,true,6
348414,#CC0033,#FF0066,false,true,5
348415,#555555,#FF0066,false,true,5
348416,#00FFFF,#FF0066,false,true,5
348417,#edebeb,#FF0066,true,true,6
348418,#00FFFF,#00CCFF,false,true,4
348419,#555555,#FF0066,false,true,5
348420,#008080,#FF0066,true,true,6
348421,#CC0033,#FF0066,false,true,6
348422,#FFA500,#FF0066,false,true,5
348423,#555555,#00CCFF,false,true,5
348424,#00FFFF,#00CCFF,false,true,4
348425,#008080,#FF0066,false,true,5
348426,#555555,#00CCFF,false,true,5
348427,#9370DB,#9900FF,false,true,
348428,#CC0033,#FF0066,false,true,5
348429,#FFA500,#FF0066,false,true,5
348430,#CC0033,#00CCFF,false,true,4
348431,#00FFFF,#9900FF,false,true,
348432,#008080,#FF0000,false,true,3
348433,#FFA500,#FF0000,false,true,4
348434,#008080,#FF0066,false,true,5
348435,#FFA500,#00CCFF,false,true,4
348436,#FFA500,#00CCFF,false,true,4
348437,#FFA500,#9900FF,false,true,4
348438,#CC0033,#FF0066,false,true,6
348439,#CC0033,#FF0066,false,true,5
348440,#FFA500,#FF6600,false,true,4
348441,#ADFF2F,#00CCFF,false,true,4
348442,#edebeb,#FF0066,false,true,6
348443,#FFA500,#FF0066,false,true,5
348444,#FFA500,#FF0066,false,true,4
348445,#00FFFF,#FF0066,false,true,5
348446,#008080,#00CCFF,false,true,4
348447,#008080,#00CCFF,false,true,4
348448,#edebeb,#FF0066,false,true,6
348449,#555555,#9900FF,false,true,4
348450,#CC0033,#FF0066,false,true,6
348451,#FFA500,#FF0066,false,true,5
348452,#FFA500,#9900FF,false,true,3
348453,#9370DB,#FF0066,false,true,5
348454,#00FFFF,#00CCFF,false,true,4
348455,#FFA500,#00CCFF,false,true,4
348456,#008080,#00CCFF,false,true,3
348457,#CC0033,#9900FF,false,true,3
348458,#00FFFF,#9900FF,false,true,3
348459,#555555,#FF0066,false,true,5
348460,#ADFF2F,#00CCFF,false,true,4
348461,#FFA500,#FF0066,false,true,4
348462,#008080,#FF0066,false,true,6
348463,#FFA500,#9900FF,false,true,4
348464,#FFA500,#FF0066,false,true,5
348465,#008080,#9900FF,false,true,3
348466,#CC0033,#9900FF,false,true,4
348467,#00FFFF,#00CCFF,false,true,4
348468,#008080,#00CCFF,false,true,4
348469,#CC0033,#9900FF,false,true,
348470,#555555,#9900FF,false,true,3
348471,#edebeb,#FF0066,true,true,6
348472,#008080,#00CCFF,false,true,4
348473,#555555,#00CCFF,false,true,4
348474,#CC0033,#9900FF,false,true,4
348475,#9370DB,#9900FF,false,true,4
348476,#008080,#FF0066,false,true,4
348477,#edebeb,#FF0066,false,true,6
348478,#00FFFF,#FF0066,false,true,5
348479,#555555,#FF0066,false,true,6
348480,#edebeb,#FF0066,true,true,6
348481,#edebeb,#00CCFF,false,true,4
348482,#555555,#FF0066,false,true,5
348483,#00FFFF,#00CCFF,false,true,4
348484,#9370DB,#9900FF,false,true,3
348485,#FFA500,#FF0066,false,true,6
348486,#9370DB,#00CCFF,false,true,3
348487,#9370DB,#FF0066,false,true,6
348488,#008080,#FF0066,false,true,6
348489,#FFA500,#FF0066,true,true,6
348490,#ADFF2F,#FF0066,false,true,6
348491,#555555,#FF0066,false,true,6
348492,#9370DB,#FF0066,true,true,6
348493,#CC0033,#9900FF,false,true,
348494,#008080,#FF0066,false,true,5
348495,#9370DB,#FF0066,false,true,5
348496,#008080,#FF0066,false,true,6
348497,#555555,#FF0066,false,true,6
348498,#FFA500,#FF0066,true,true,6
348499,#008080,#FF0066,false,true,6
348500,#9370DB,#FF0066,true,true,6
348501,#ADFF2F,#00CCFF,false,true,4
348502,#00FFFF,#FF0066,true,true,6
348503,#edebeb,#00CCFF,false,true,4
348504,#00FFFF,#FF0066,false,true,6
348505,#edebeb,#FF0066,false,true,4
348506,#ADFF2F,#00CCFF,false,true,4
348507,#FFA500,#FF0066,false,true,5
348508,#555555,#FF0066,true,true,6
348509,#ADFF2F,#00CCFF,false,true,4
348510,#008080,#00CCFF,false,true,4
348511,#555555,#FF0066,false,true,6
348512,#edebeb,#FF0066,false,true,5
348513,#555555,#FF0066,false,true,5
348514,#edebeb,#FF0066,false,true,6
348515,#9370DB,#FF0066,false,true,6
348516,#FFA500,#FF0066,true,true,6
348517,#ADFF2F,#FF0066,false,true,6
348518,#9370DB,#FF0066,false,true,5
348519,#008080,#FF0066,true,true,6
348520,#008080,#00CCFF,false,true,4
348521,#008080,#00CCFF,false,true,4
348522,#edebeb,#FF0066,false,true,6
348523,#9370DB,#FF0066,false,true,5
348524,#FFA500,#FF0066,false,true,6
348525,#edebeb,#FF0066,false,true,5
348526,#00FFFF,#FF0066,false,true,5
348527,#008080,#00CCFF,false,true,4
348528,#00FFFF,#FF0066,true,true,6
348529,#555555,#FF0066,false,true,6
348530,#00FFFF,#FF0066,false,true,5
348531,#edebeb,#FF0066,false,true,6
348532,#ADFF2F,#9900FF,false,true,3
348533,#FFA500,#FF0066,false,true,6
348534,#00FFFF,#FF0066,true,true,6
348535,#00FFFF,#FF0066,false,true,6
348536,#CC0033,#FF0066,false,true,6
348537,#9370DB,#FF0066,true,true,6
348538,#CC0033,#00CCFF,false,true,4
348539,#9370DB,#FF0066,true,true,6
348540,#9370DB,#FF0066,false,true,6
348541,#555555,#FF0066,false,true,4
348542,#ADFF2F,#FF0066,false,true,5
348543,#ADFF2F,#00CCFF,false,true,4
348544,#FFA500,#FF0066,false,true,6
348545,#CC0033,#FF0066,true,true,6
348546,#00FFFF,#00CCFF,false,true,4
348547,#edebeb,#FF0066,false,true,6
348548,#9370DB,#FF0066,false,true,6
348549,#9370DB,#FF0066,false,true,6
348550,#00FFFF,#FF0066,false,true,5
348551,#555555,#FF0066,false,true,6
348552,#FFA500,#FF0066,false,true,5
348553,#008080,#00CCFF,false,true,4
348554,#555555,#9900FF,false,true,3
348555,#edebeb,#FF0066,false,true,5
348556,#00FFFF,#FF0066,false,true,5
348557,#008080,#FF0066,false,true,6
348558,#FFA500,#9900FF,false,true,3
348559,#ADFF2F,#FF0066,false,true,4
348560,#CC0033,#FF0066,false,true,6
348561,#CC0033,#FF0066,false,true,6
348562,#00FFFF,#FF0066,false,true,6
348563,#edebeb,#00CCFF,false,true,5
348564,#008080,#00CCFF,false,true,4
348565,#edebeb,#00CCFF,false,true,4
348566,#CC0033,#FF0066,false,true,6
348567,#9370DB,#9900FF,false,true,4
348568,#ADFF2F,#FF0066,false,true,5
348569,#CC0033,#FF0066,false,true,5
348570,#008080,#00CCFF,false,true,5
348571,#CC0033,#FF0066,false,true,6
348572,#008080,#FF6600,false,true,
348573,#FFA500,#00CCFF,false,true,4
348574,#FFA500,#FF0066,false,true,5
348575,#edebeb,#FF0066,false,true,6
348576,#00FFFF,#00CCFF,false,true,4
348577,#555555,#00CCFF,false,true,4
348578,#ADFF2F,#FF0066,false,true,5
348579,#ADFF2F,#9900FF,false,true,3
348580,#00FFFF,#FF0066,false,true,5
348581,#00FFFF,#00CCFF,false,true,4
348582,#CC0033,#9900FF,false,true,4
348583,#00FFFF,#FF0066,false,true,6
348584,#ADFF2F,#FF0066,false,true,5
348585,#ADFF2F,#FF0066,false,true,6
348586,#edebeb,#00CCFF,false,true,5
348587,#edebeb,#9900FF,false,true,4
348588,#9370DB,#00CCFF,false,true,4
348589,#008080,#FF0066,true,true,6
348590,#FFA500,#FF0066,false,true,5
348591,#FFA500,#FF0066,false,true,5
348592,#008080,#FF0066,false,true,5
348593,#edebeb,#00CCFF,false,true,4
348594,#CC0033,#FF0066,false,true,5
348595,#edebeb,#FF0066,true,true,6
348596,#ADFF2F,#FF0066,false,true,5
348597,#ADFF2F,#00CCFF,false,true,4
348598,#ADFF2F,#FF0066,false,true,5
348599,#555555,#00CCFF,false,true,4
348600,#9370DB,#FF0066,false,true,5
348601,#555555,#FF0066,true,true,6
348602,#FFA500,#FF0066,false,true,5
348603,#CC0033,#9900FF,false,true,3
348604,#00FFFF,#00CCFF,false,true,4
348605,#00FFFF,#9900FF,false,true,
348606,#555555,#00CCFF,false,true,4
348607,#ADFF2F,#FF0066,false,true,5
348608,#00FFFF,#FF0066,false,true,5
348609,#edebeb,#FF0066,false,true,6
348610,#00FFFF,#FF0066,false,true,5
348611,#00FFFF,#00CCFF,false,true,4
348612,#9370DB,#FF0066,false,true,5
348613,#00FFFF,#FF0066,false,true,6
348614,#FFA500,#FF0066,false,true,5
348615,#9370DB,#9900FF,false,true,4
348616,#ADFF2F,#00CCFF,false,true,4
348617,#FFA500,#FF0066,false,true,5
348618,#9370DB,#FF0066,false,true,6
348619,#edebeb,#FF0066,false,true,6
348620,#008080,#FF0066,false,true,6
348621,#edebeb,#FF0066,false,true,5
348622,#FFA500,#FF0066,true,true,6
348623,#00FFFF,#FF0066,false,true,5
348624,#ADFF2F,#00CCFF,false,true,4
348625,#008080,#FF0066,false,true,6
348626,#CC0033,#FF0066,true,true,6
348627,#edebeb,#00CCFF,false,true,4
348628,#ADFF2F,#9900FF,false,true,
348629,#FFA500,#FF0066,false,true,6
348630,#FFA500,#9900FF,false,true,3
348631,#ADFF2F,#FF0066,false,true,4
348632,#CC0033,#FF0066,false,true,5
348633,#00FFFF,#FF0066,false,true,5
348634,#9370DB,#9900FF,false,true,3
348635,#edebeb,#00CCFF,false,true,4
348636,#CC0033,#FF0066,true,true,6
348637,#CC0033,#00CCFF,false,true,4
348638,#008080,#FF0066,false,true,6
348639,#9370DB,#FF0066,false,true,6
348640,#FFA500,#00CCFF,false,true,4
348641,#FFA500,#FF0066,false,true,5
348642,#9370DB,#9900FF,false,true,4
348643,#9370DB,#00CCFF,false,true,4
348644,#edebeb,#FF0066,false,true,4
348645,#ADFF2F,#FF0066,false,true,4
348646,#00FFFF,#FF0066,false,true,5
348647,#ADFF2F,#00CCFF,false,true,4
348648,#ADFF2F,#00CCFF,false,true,4
348649,#ADFF2F,#FF0066,false,true,5
348650,#00FFFF,#FF0066,false,true,6
348651,#00FFFF,#FF0066,false,true,5
348652,#edebeb,#FF0066,false,true,5
348653,#555555,#00CCFF,false,true,4
348654,#edebeb,#FF0066,false,true,6
348655,#008080,#FF0066,false,true,6
348656,#008080,#FF0066,false,true,6
348657,#FFA500,#FF0066,false,true,6
348658,#edebeb,#FF0066,true,true,6
348659,#00FFFF,#FF0066,false,true,5
348660,#CC0033,#FF0066,true,true,6
348661,#edebeb,#FF0066,false,true,5
348662,#FFA500,#00CCFF,false,true,4
348663,#FFA500,#FF0066,false,true,6
348664,#FFA500,#FF0066,false,true,5
348665,#008080,#FF0066,false,true,6
348666,#555555,#FF0066,true,true,6
348667,#ADFF2F,#00CCFF,false,true,4
348668,#ADFF2F,#00CCFF,false,true,4
348669,#edebeb,#00CCFF,false,true,4
348670,#CC0033,#00CCFF,false,true,4
348671,#FFA500,#FF0066,false,true,5
348672,#555555,#FF0066,false,true,5
348673,#555555,#FF0066,false,true,6
348674,#CC0033,#00CCFF,false,true,4
348675,#008080,#FF0066,false,true,5
348676,#CC0033,#FF0066,false,true,6
348677,#FFA500,#FF0066,false,true,6
348678,#FFA500,#FF0066,false,true,6
348679,#00FFFF,#FF0066,false,true,6
348680,#008080,#FF0066,true,true,6
348681,#FFA500,#FF0066,false,true,5
348682,#9370DB,#FF0066,false,true,5
348683,#008080,#FF0066,false,true,5
348684,#ADFF2F,#FF0066,false,true,6
348685,#CC0033,#FF0066,false,true,5
348686,#edebeb,#FF0066,false,true,5
348687,#00FFFF,#FF0066,false,true,5
348688,#FFA500,#FF0066,false,true,5
348689,#9370DB,#FF0066,false,true,6
348690,#555555,#00CCFF,false,true,4
348691,#FFA500,#00CCFF,false,true,4
348692,#9370DB,#FF0066,false,true,5
348693,#FFA500,#FF0066,false,true,6
348694,#FFA500,#FF0066,false,true,5
348695,#FFA500,#00CCFF,false,true,4
348696,#edebeb,#FF0066,false,true,5
348697,#edebeb,#FF0066,false,true,6
348698,#ADFF2F,#FF0066,false,true,6
348699,#ADFF2F,#FF0066,false,true,6
348700,#00FFFF,#FF0066,false,true,6
348701,#FFA500,#9900FF,false,true,3
348702,#FFA500,#FF0066,false,true,5
348703,#FFA500,#00CCFF,false,true,4
348704,#555555,#FF0066,true,true,6
348705,#edebeb,#00CCFF,false,true,4
348706,#CC0033,#FF0066,false,true,6
348707,#FFA500,#FF0066,true,true,6
348708,#9370DB,#FF0066,false,true,6
348709,#edebeb,#FF0066,false,true,6
348710,#008080,#FF0066,false,true,5
348711,#edebeb,#00CCFF,false,true,4
348712,#FFA500,#FF0066,false,true,5
348713,#CC0033,#9900FF,false,true,3
348714,#FFA500,#00CCFF,false,true,5
348715,#9370DB,#FF0066,false,true,6
348716,#008080,#FF0066,false,true,6
348717,#ADFF2F,#FF0066,false,true,5
348718,#008080,#00CCFF,false,true,4
348719,#CC0033,#00CCFF,false,true,4
348720,#9370DB,#00CCFF,false,true,5
348721,#edebeb,#FF0066,false,true,5
348722,#008080,#FF0066,true,true,6
348723,#00FFFF,#FF0066,false,true,6
348724,#FFA500,#00CCFF,false,true,4
348725,#9370DB,#FF0066,false,true,5
